Agency,Platform,Url,Date Sampled,Likes/Followers/Visits/Downloads
CAU,Twitter,www.twitter.com/mayorscau,4/30/2012 0:00,"1,872"
HHC,Twitter,http://twitter.com/HHCnyc,4/30/2012 0:00,"2,579"
MOIA,Twitter,https://twitter.com/NYCimmigrants,4/30/2012 0:00,"2,060"
SBS,Twitter,http://www.twitter.com/NYCBusinessExp,4/30/2012 0:00,"2,740"
DEP,Twitter,http://twitter.com/nycwater,4/30/2012 0:00,"3,178"
DOITT,Twitter,http://twitter.com/nycdoitt,4/30/2012 0:00,"3,170"
PlaNYC,Twitter,http://twitter.com/PlaNYC,4/30/2012 0:00,"3,327"
DYCD,Twitter,http://twitter.com/nycyouth,4/30/2012 0:00,"2,896"
NYCService,Twitter,http://twitter.com/nycservice,4/30/2012 0:00,"3,243"
TLC,Twitter,http://twitter.com/NYCTaxi,4/30/2012 0:00,"3,323"
DOB,Twitter,http://twitter.com/nyc_buildings,4/30/2012 0:00,"3,864"
NYCHA,Twitter,http://twitter.com/NYCHA,4/30/2012 0:00,"3,994"
MOME,Twitter,http://www.twitter.com/nyc_media,4/30/2012 0:00,"7,299"
EDC,Twitter,http://twitter.com/nycedc,4/30/2012 0:00,"7,767"
DOH,Twitter,http://twitter.com/nycHealthy,4/30/2012 0:00,"8,661"
NYC Digital,Twitter,http://twitter.com/nycgov,4/30/2012 0:00,"21,346"
311,Twitter,http://www.twitter.com/NYCASP,4/30/2012 0:00,"10,562"
DOT,Twitter,http://twitter.com/NYC_DOT,4/30/2012 0:00,"15,170"
FDNY,Twitter,http://www.twitter.com/FDNY,4/30/2012 0:00,"27,399"
DOE,Twitter,http://twitter.com/NYCSchools,4/30/2012 0:00,"22,751"
DPR,Twitter,http://twitter.com/NYCParks,4/30/2012 0:00,"23,721"
NYPD,Twitter,http://twitter.com/NYPDnews,4/30/2012 0:00,"33,469"
311,Twitter,http://www.twitter.com/311NYC,4/30/2012 0:00,"27,616"
OEM,Twitter,http://twitter.com/NotifyNYC,4/30/2012 0:00,"38,883"
NYC & Co,Twitter,http://twitter.com/nycgo,4/30/2012 0:00,"54,671"
Mayor's Office,Twitter,http://www.twitter.com/nycmayorsoffice,4/30/2012 0:00,"65,021"
Change by Us,Twitter,www.twitter.com/ChangebyUs_NYC,4/30/2012 0:00,"1,128"
DHS,Twitter,www.twitter.com/nycdhs,4/30/2012 0:00,315
DOF,Twitter,https://twitter.com/nycfinance,4/30/2012 0:00,
DOHMH,Twitter,https://twitter.com/DrFarleyDOHMH,4/30/2012 0:00,147
DSNY,Twitter,www.twitter.com/nycrecycles,4/30/2012 0:00,36
FDNY,Twitter,https://twitter.com/joinFDNY,4/30/2012 0:00,"1,497"
Materials for the Arts,Twitter,https://twitter.com/mftanyc,4/30/2012 0:00,"1,948"
MOAE,Twitter,http://twitter.com/youcantoonyc,4/30/2012 0:00,39
NYC Digital,Twitter,https://twitter.com/nycgob,4/30/2012 0:00,
NYC Waterfront,Twitter,http://twitter.com/nycwaterfront,4/30/2012 0:00,146
NYCCFB,Twitter,http://twitter.com/NYCVotes,4/30/2012 0:00,199
NYCGLOBAL,Twitter,www.twitter.com/nycglobal,4/30/2012 0:00,150
Prob,Twitter,www.twitter.com/nycprobation,4/30/2012 0:00,139
Vets,Twitter,http://twitter.com/NYCVeterans,4/30/2012 0:00,275
DRIS,Twitter,https://twitter.com/NYCRecords,4/30/2012 0:00,
YMI,Twitter,http://www.twitter.com/nycyoungmen,4/30/2012 0:00,
DOE,Vimeo,http://vimeo.com/nycschools,4/30/2012 0:00,
NYCSevereWeather,WordPress,http://nycsevereweather.wordpress.com/,4/30/2012 0:00,
311,WordPress,http://311nyc.wordpress.com/,4/30/2012 0:00,
DOITT,WordPress,http://nycitymap.wordpress.com/,4/30/2012 0:00,
DOITT,WordPress,http://nycitt.wordpress.com/,4/30/2012 0:00,
HHS,WordPress,http://hsdatanyc.wordpress.com/,4/30/2012 0:00,
HHS,WordPress,http://hsdata-nyc.org,4/30/2012 0:00,
LMEC,WordPress,http://lmew.wordpress.com/,4/30/2012 0:00,
Materials for the Arts,WordPress,http://mfta.wordpress.com/,4/30/2012 0:00,
MOIA,WordPress,http://ihwnyc.wordpress.com,4/30/2012 0:00,
SBS,WordPress,http://nycworkforce1partners.wordpress.com/,4/30/2012 0:00,
DOT,Android,You The Man,7/5/2012 0:00,102
SBS,WordPress,http://workforce1.org,4/30/2012 0:00,
SimpliCity,WordPress,http://nycsimplicity.wordpress.com/,4/30/2012 0:00,
DOE,YouTube,http://www.youtube.com/thefundforps,4/30/2012 0:00,1
DOH,YouTube,http://www.youtube.com/user/NYCcondoms,4/30/2012 0:00,
LMEC,YouTube,http://www.youtube.com/user/NYCLMEW,4/30/2012 0:00,6
Probation,YouTube,http://www.youtube.com/NYCProbation,4/30/2012 0:00,8
DOITT,YouTube,http://www.youtube.com/doittnews,4/30/2012 0:00,29
GreeNYC,YouTube,http://www.youtube.com/BirdieNYCity,4/30/2012 0:00,15
HRA,YouTube,http://www.youtube.com/user/HRANYC,4/30/2012 0:00,27
NYCHA,YouTube,http://www.youtube.com/NYCHAHousing,4/30/2012 0:00,30
HHC,YouTube,http://www.youtube.com/HHCnyc,4/30/2012 0:00,37
DOE,YouTube,http://www.youtube.com/nycschools,4/30/2012 0:00,44
DYCD,YouTube,http://www.youtube.com/dycdnyc,4/30/2012 0:00,52
OEM,YouTube,http://www.youtube.com/nycoem,4/30/2012 0:00,67
DOB,YouTube,http://www.youtube.com/NYCBUILDINGS,4/30/2012 0:00,85
EDC,YouTube,http://www.youtube.com/NYCEDC,4/30/2012 0:00,123
MOME,YouTube,http://www.youtube.com/nycmedia25,4/30/2012 0:00,159
DPR,YouTube,http://www.youtube.com/user/NYCParksDepartment,4/30/2012 0:00,240
DOT,YouTube,http://www.youtube.com/NYCDOT,4/30/2012 0:00,330
Mayor's Office,YouTube,http://www.youtube.com/mayorbloomberg,4/30/2012 0:00,670
NYPD,YouTube,http://www.youtube.com/nypd,4/30/2012 0:00,"3,090"
DOH,YouTube,http://www.youtube.com/NYCHealth,4/30/2012 0:00,129
FDNY,YouTube,http://www.youtube.com/user/yourFDNY,4/30/2012 0:00,"1,159"
Child Services,Youtube,http://www.youtube.com/user/childservices,4/30/2012 0:00,
DCA,YouTube,http://www.youtube.com/nycdca,4/30/2012 0:00,17
DOC,YouTube,http://www.youtube.com/user/OFFICIALNYCDOC,4/30/2012 0:00,
DOH,Youtube,http://www.youtube.com/user/drinkingsugar,4/30/2012 0:00,191
DSNY,YouTube,http://www.youtube.com/nycrecyclemore,4/30/2012 0:00,4
Materials for the Arts,YouTube,http://www.youtube.com/user/MaterialsForTheArts,4/30/2012 0:00,1
Mayor's Fund,Youtube,http://www.youtube.com/mayorsfundnyc,4/30/2012 0:00,
MOAE,YouTube,http://www.youtube.com/YouCanTooNYC,4/30/2012 0:00,8
NYC Gov,YouTube,http://www.youtube.com/nycgov,4/30/2012 0:00,8
NYC Water,Youtube,http://www.youtube.com/nycwater,4/30/2012 0:00,
Veteran's Affairs,Youtube,http://www.youtube.com/channel/UCi6IvOszIb3hHPMUsaNKyXA,4/30/2012 0:00,
DRIS,YouTube,http://www.youtube.com/nycdeptofrecords,4/30/2012 0:00,
TLC,Facebook,http://www.facebook.com/pages/NYC-Taxi-and-Limousine-Commission/101679939900978?v=wall,4/30/2012 0:00,652
nycgov,Google+,https://plus.google.com/u/0/b/104030911277642419611/104030911277642419611/posts/p/pub,4/30/2012 0:00,
TOTAL,TOTAL,TOTAL,4/30/2012 0:00,"1,853,118"
DOH,Android,Condom Finder,5/9/2012 0:00,
DOT,Android,You The Man,5/9/2012 0:00,38
MOME,Android,MiNY Venor app,5/9/2012 0:00,343
DOT,Broadcastr,,5/9/2012 0:00,
MOME,Android,MiNY Venor app,7/5/2012 0:00,343
DPR,Broadcastr,http://beta.broadcastr.com/Echo.html?audioId=670026-4001,5/9/2012 0:00,
NYC & Co,Facebook,http://www.facebook.com/nycgo.es,5/9/2012 0:00,"2,107"
ENDHT,Facebook,http://www.facebook.com/pages/NYC-Lets-End-Human-Trafficking/125730490795659?sk=wall,5/9/2012 0:00,11
VAC,Facebook,https://www.facebook.com/pages/NYC-Voter-Assistance-Commission/110226709012110,5/9/2012 0:00,60
PlaNYC,Facebook,http://www.facebook.com/pages/New-York-NY/PlaNYC/160454173971169?ref=ts,5/9/2012 0:00,112
DFTA,Facebook,http://www.facebook.com/pages/NYC-Department-for-the-Aging/109028655823590,5/9/2012 0:00,187
energyNYC,Facebook,http://www.facebook.com/EnergyNYC?sk=wall,5/9/2012 0:00,197
MOIA,Facebook,http://www.facebook.com/ihwnyc,5/9/2012 0:00,225
OEM,Newsletter,,7/5/2012 0:00,"47,473"
City Store,Facebook,http://www.facebook.com/citystorenyc,5/9/2012 0:00,224
OCDV,Facebook,http://www.facebook.com/pages/NYC-Healthy-Relationship-Training-Academy/134637829901065,5/9/2012 0:00,320
HIA,Facebook,http://www.facebook.com/pages/New-York-City-Health-Insurance-Link/145920551598,5/9/2012 0:00,240
MOPD,Facebook,http://www.facebook.com/pages/New-York-City-Mayors-Office-for-People-with-Disabilities/145237285504681?sk=wall,5/9/2012 0:00,320
DOB: UrbanCanvas,Facebook,http://www.facebook.com/NYCurbancanvas,5/9/2012 0:00,257
DOT,Facebook,http://www.facebook.com/JanetteSadikKhan,5/9/2012 0:00,361
HRA,Facebook,http://www.facebook.com/#!/pages/New-York-NY/NYC-DADS/111504588886342,5/9/2012 0:00,304
MOPD,Facebook,http://www.facebook.com/profile.php?id=1570569347,5/9/2012 0:00,272
DFTA,Facebook,http://www.facebook.com/timebanksnyc,5/9/2012 0:00,305
DOB: Cool Roofs,Facebook,http://www.facebook.com/coolroofs?sk=wall,5/9/2012 0:00,350
NYC & Co,Facebook,http://www.facebook.com/nycgo.nl,5/9/2012 0:00,360
MOIA,Facebook,http://www.facebook.com/pages/NYC-Mayors-Office-of-Immigrant-Affairs/118622031512497,5/9/2012 0:00,396
CAU,Facebook,http://www.facebook.com/NYCMayorsCAU,5/9/2012 0:00,371
DOITT,Facebook,http://www.facebook.com/pages/New-York-NY/NYC-INFORMATION-TECHNOLOGY-TELECOMMUNICATIONS/104786059565184,5/9/2012 0:00,371
City Charter,Facebook,http://www.facebook.com/pages/New-York-NY/NYC-Charter-Revision-Commission/110528715643388,5/9/2012 0:00,289
Vets,Facebook,http://www.facebook.com/pages/NYC-Mayors-Office-of-Veterans-Affairs/128003537214726,5/9/2012 0:00,381
DHS,Facebook,http://www.facebook.com/pages/New-York-NY/HOPE-2011/157690657606772,5/9/2012 0:00,303
NYC & Co,Facebook,http://www.facebook.com/nycgo.de,5/9/2012 0:00,510
NYC & Co,Facebook,http://www.facebook.com/nycgo.fr,5/9/2012 0:00,675
SICB1,Facebook,https://www.facebook.com/CB1SI,5/9/2012 0:00,360
ACS,Facebook,http://www.facebook.com/FamilyConnectionsNYC,5/9/2012 0:00,442
DCA,Facebook,http://www.facebook.com/NYCDCA,5/9/2012 0:00,491
NYC & Co,Facebook,http://www.facebook.com/nycgo.au,5/9/2012 0:00,496
NYC & Co,Facebook,http://www.facebook.com/nycgo.ca,5/9/2012 0:00,481
NYCHA,Facebook,http://www.facebook.com/NYCHA,5/9/2012 0:00,942
NYC & Co,Facebook,http://www.facebook.com/nycgo.uk,5/9/2012 0:00,"1,029"
NYC & Co,Facebook,http://www.facebook.com/nycgo.it,5/9/2012 0:00,"1,475"
Culture,Facebook,https://www.facebook.com/piypnyc,5/9/2012 0:00,964
SBS,Facebook,http://www.facebook.com/NYCBusiness,5/9/2012 0:00,"1,101"
FUND,Facebook,http://www.facebook.com/mayorsfundtoadvancenyc,5/9/2012 0:00,917
DOT,Facebook,http://www.facebook.com/YouTheManNYC,5/9/2012 0:00,"1,051"
HHC,Facebook,http://www.facebook.com/nychhc,5/9/2012 0:00,"1,148"
MOME,Facebook,http://www.facebook.com/nycmedia.jobhunt,5/9/2012 0:00,"1,173"
GreeNYC,Facebook,https://www.facebook.com/birdienyc,5/9/2012 0:00,"1,451"
311,Facebook,http://www.facebook.com/pages/New-York-City-311/84372567650,5/9/2012 0:00,"1,495"
DOH,Facebook,http://www.facebook.com/NYCKnows,5/9/2012 0:00,"1,728"
DOE,Facebook,http://www.facebook.com/nycgrads,5/9/2012 0:00,"1,828"
,nyc.gov,2800000,7/5/2012 0:00,
DEP,Facebook,http://www.facebook.com/nycwater,5/9/2012 0:00,"2,505"
MOME,Facebook,https://www.facebook.com/NYCMedia,5/9/2012 0:00,"2,953"
EDC,Facebook,http://www.facebook.com/NYCEDC,5/9/2012 0:00,"3,293"
SBS - Workforce1,Facebook,http://www.facebook.com/nycworkforce1,5/9/2012 0:00,"4,815"
DOT,Facebook,http://www.facebook.com/NYCDOT,5/9/2012 0:00,"3,880"
EDC,Facebook,http://www.facebook.com/AppSciNYC,5/9/2012 0:00,"3,829"
DYCD,Facebook,http://www.facebook.com/nycyouth,5/9/2012 0:00,"4,758"
DOH,Facebook,http://www.facebook.com/EatingHealthyNYC,5/9/2012 0:00,"34,087"
NYC & Co,Facebook,http://www.facebook.com/nycgo.br,5/9/2012 0:00,"5,148"
DOE,Facebook,http://www.facebook.com/NYCTeachingFellows,5/9/2012 0:00,"5,382"
NYCService,Facebook,http://www.facebook.com/nycservice,5/9/2012 0:00,"5,541"
NYC Mayors Cup,Facebook,https://www.facebook.com/nycmayorscup,5/9/2012 0:00,"10,750"
DOH,Facebook,http://www.facebook.com/nycquits,5/9/2012 0:00,"8,793"
DOE,Facebook,http://www.facebook.com/pages/I-TEACH-NYC/11409913191,5/9/2012 0:00,"7,726"
DOE,Facebook,http://www.facebook.com/fundforpublicschools,5/9/2012 0:00,"8,327"
DPR,Facebook,http://www.facebook.com/nycparks,5/9/2012 0:00,"13,992"
OEM,Facebook,http://www.facebook.com/nycemergencymanagement,5/9/2012 0:00,"14,066"
DOE,Facebook,http://www.facebook.com/NYCschools,5/9/2012 0:00,"20,583"
DOH,Facebook,http://www.facebook.com/NYCcondom,5/9/2012 0:00,"18,804"
NYC & Co,Facebook,http://www.facebook.com/nycgo,5/9/2012 0:00,"42,898"
FDNY,Facebook,http://www.facebook.com/FDNYhome,5/9/2012 0:00,"82,259"
CCRB,Facebook,https://www.facebook.com/home.php#!/pages/NYC-Civilian-Complaint-Review-Board/152765208087880,5/9/2012 0:00,15
Commission on Human Rights,Facebook,http://www.facebook.com/NYCCommissionOnHumanRights,5/9/2012 0:00,62
DOB,Facebook,http://www.facebook.com/NYCBuildings,5/9/2012 0:00,"1,068"
DSNY,Facebook,http://www.facebook.com/pages/NYC-Recycle-More-Waste-Less/152173854860863,5/9/2012 0:00,
HDP,Facebook,http://www.facebook.com/pages/NYC-HPD-POE/128962093860639,5/9/2012 0:00,241
HPD/Commission on Human Rights,Facebook,http://www.facebook.com/FairHousingNyc,5/9/2012 0:00,23
LPC,Facebook,http://www.facebook.com/pages/NYC-Landmarks-Preservation-Commission/133261836703216,5/9/2012 0:00,114
Materials for the Arts,Facebook,https://www.facebook.com/mftanyc,5/9/2012 0:00,"2,842"
MOAE,Facebook,http://www.facebook.com/pages/You-Can-Too/203525729692056,5/9/2012 0:00,70
MOIA,Facebook,http://www.facebook.com/pages/WE-ARE-NEW-YORK/174438697072,5/9/2012 0:00,"1,924"
MOME,Facebook,http://www.facebook.com/NYCMINY,5/9/2012 0:00,563
NYC Gov,Facebook,http://www.facebook.com/nycgov,5/9/2012 0:00,"11,452"
NYCCFB,Facebook,http://www.facebook.com/nycvotes,5/9/2012 0:00,96
NYPD,Facebook,https://www.facebook.com/NYPD,5/9/2012 0:00,
DRIS,Facebook,http://www.facebook.com/NycDeptOfRecords,5/9/2012 0:00,
DRIS,Facebook,http://www.facebook.com/MayorEdKochNYCRecords,5/9/2012 0:00,
DRIS,Facebook,http://www.facebook.com/MayorJohnLindsayNYCRecords,5/9/2012 0:00,
DRIS,Facebook,http://www.facebook.com/MayorFiorelloLaGuardiaNYCRecords,5/9/2012 0:00,
LMEC,Flickr,http://www.facebook.com/pages/New-York-NY/Latin-Media-and-Entertainment-Week/122259604487271,5/9/2012 0:00,287
DEP,Flickr,http://www.flickr.com/photos/nycep,5/9/2012 0:00,
DOB,Flickr,http://www.flickr.com/photos/nyc_buildings/,5/9/2012 0:00,
DOE,Flickr,http://www.flickr.com/photos/nycschools,5/9/2012 0:00,
DOITT,Flickr,http://www.flickr.com/photos/nyc_doitt,5/9/2012 0:00,
DOT,Flickr,http://www.flickr.com/photos/nycstreets,5/9/2012 0:00,
DPR,Flickr,http://www.flickr.com/photos/nycparks/,5/9/2012 0:00,
DSNY,Flickr,http://flickr.com/nycrecyclemore,5/9/2012 0:00,
FDNY,Flickr,http://www.flickr.com/groups/fdny-ems,5/9/2012 0:00,
HHC,Flickr,http://www.flickr.com/hhcnyc,5/9/2012 0:00,
LMEC,Flickr,http://www.flickr.com/photos/nyclatinmedia/,5/9/2012 0:00,
LPC,Flickr,http://www.flickr.com/photos/nyclandmarks,5/9/2012 0:00,
Materials for the Arts,Flickr,http://www.flickr.com/photos/materialsforthearts,5/9/2012 0:00,
Mayor's Office,Flickr,http://www.flickr.com/photos/nycmayorsoffice/,5/9/2012 0:00,
NYC Digital,Flickr,http://www.flickr.com/photos/nycdigital/,5/9/2012 0:00,
NYCHA,Flickr,http://www.flickr.com/photos/nychapics,5/9/2012 0:00,
PlaNYC,Flickr,http://www.flickr.com/photos/planyc/,5/9/2012 0:00,
Prob,Flickr,http://www.flickr.com/photos/nycprobation/,5/9/2012 0:00,
SnowUpdate,Flickr,http://www.flickr.com/groups/1604085@N23/,5/9/2012 0:00,
HRA,Flickr,http://www.flickr.com/people/nychra/,5/9/2012 0:00,
DSNY,Flickr,http://www.flickr.com/photos/86722064@N03/,5/9/2012 0:00,
GreeNYC,Foursquare,http://foursquare.com/birdie_nyc,5/9/2012 0:00,88
DOH,Foursquare,https://foursquare.com/nychealthy,5/9/2012 0:00,83
DOT,Foursquare,http://foursquare.com/user/7474166,5/9/2012 0:00,4
DPR,Foursquare,https://foursquare.com/nycparks,5/9/2012 0:00,"11,054"
EDC,Foursquare,https://foursquare.com/user/3045331,5/9/2012 0:00,19
FDNY,Foursquare,https://foursquare.com/fdny,5/9/2012 0:00,136
Materials for the Arts,Foursquare,https://foursquare.com/mftanyc,5/9/2012 0:00,11
NYC Gov,Foursquare,http://foursquare.com/nycgov,5/9/2012 0:00,"18,556"
NYC Gov,Foursquare (Badge Unlock),https://foursquare.com/nycgov,5/9/2012 0:00,
NYCHA,Foursquare,https://foursquare.com/nycha,5/9/2012 0:00,40
Mayor's Office,Instagram,http://web.stagram.com/n/nycmayorsoffice,5/9/2012 0:00,
DOT,Instagram,http://web.stagram.com/n/nyc_dot,5/9/2012 0:00,
DOH,iPhone,http://itunes.apple.com/us/app/abceats/id502867547?mt=8,5/9/2012 0:00,"8,203"
311,iPhone App,http://itunes.apple.com/us/app/nyc-311/id324897619?mt=8,5/9/2012 0:00,"24,806"
DOH,iPhone app,http://itunes.apple.com/app/nyc-condom-finder-by-nyc-health/id418902795,5/9/2012 0:00,"28,000"
DSNY,iPhone App,http://itunes.apple.com/us/app/nycrecycles/id445457149?ls=1&mt=8,5/9/2012 0:00,772
DSNY,iPhone App,http://itunes.apple.com/us/app/stuff-ex/id445438603?ls=1&mt=8,5/9/2012 0:00,709
DOT,iPhone app,You The Man,5/9/2012 0:00,"2,598"
Mayor's Office,iPhone App,http://itunes.apple.com/us/app/nyc-city-hall/id375398827?mt=8,5/9/2012 0:00,"5,383"
MOME,iPhone App,http://itunes.apple.com/us/app/nyc-media-app/id433177943?mt=8,5/9/2012 0:00,"2,268"
MOME,iPhone App,http://itunes.apple.com/us/app/miny-discount-vendors/id372448233?mt=8,5/9/2012 0:00,350
DOE,Linked-In,http://www.linkedin.com/groups?gid=1545057&home=,5/9/2012 0:00,283
DOE,Linked-In,http://www.linkedin.com/company/nyc-teaching-fellows,5/9/2012 0:00,"1,999"
DOE,Linked-In,http://www.linkedin.com/company/nyc-department-of-education,5/9/2012 0:00,"19,658"
ACS,Linked-In,http://www.linkedin.com/companies/260392/City+of+New+York%2C+Administration+for+Children%27s+Services?trk=ncsrch_hits&goback=%2Efcs_GLHD_city+of+new+york_false_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2,5/9/2012 0:00,917
All,Linked-In,http://www.linkedin.com/company/2904?trk=tyah,5/9/2012 0:00,"4,266"
Dept of Consumer Affairs,Linked-In,http://www.linkedin.com/company/831694?trk=tyah,5/9/2012 0:00,87
DOF,Linked-In,http://www.linkedin.com/company/298308?trk=tyah,5/9/2012 0:00,144
DOHMH,Linked-In,http://www.linkedin.com/company/245926?trk=tyah,5/9/2012 0:00,"1,927"
SBS,Linked-In,http://www.linkedin.com/company/workforce1,5/9/2012 0:00,390
SBS,Linked-In,http://www.linkedin.com/company/small-business-services,5/9/2012 0:00,137
DOE,Newsletter,,5/9/2012 0:00,"187,180"
DOT,Newsletter,,5/9/2012 0:00,"72,614"
NYC Digital: external newsletter,Newsletter,,5/9/2012 0:00,174
NYC Gov,Newsletter,0,5/9/2012 0:00,"587,845"
OEM,Newsletter,,5/9/2012 0:00,
,nyc.gov,2800000,5/9/2012 0:00,
nycgov,Pinterest,http://pinterest.com/nycgov,5/9/2012 0:00,
DOH,Pinterest,http://pinterest.com/nychealth,5/9/2012 0:00,
FDNY,Pinterest,http://pinterest.com/fdnyhome/,5/9/2012 0:00,
DRIS,Pinterest,http://pinterest.com/recordsnyc,5/9/2012 0:00,
DOE,SMS,877877,5/9/2012 0:00,
NYCHA,SMS,,5/9/2012 0:00,
OEM,SMS,,5/9/2012 0:00,
NYC Digital,Tumblr,http://nycdigital.tumblr.com,5/9/2012 0:00,"4,237"
Change By Us,Tumblr,http://nycchangebyus.tumblr.com/,5/9/2012 0:00,
DOB,Tumblr,http://nycbuildings.tumblr.com,5/9/2012 0:00,
DOH,Tumblr,http://nychealth.tumblr.com/,5/9/2012 0:00,
DOH,Tumblr,http://mygooddognyc.tumblr.com/,5/9/2012 0:00,
DOT,Tumblr,http://thedailypothole.tumblr.com ,5/9/2012 0:00,406
EDC,Tumblr,http://nycedc.tumblr.com/,5/9/2012 0:00,"14,607"
HRA,Tumblr,http://nycdads.tumblr.com,5/9/2012 0:00,
NYC & Co,Tumblr,nycgo.tumblr.com,5/9/2012 0:00,134
NYC Digital,Tumblr,madeinny.tumblr.com,5/9/2012 0:00,
NYC Digital,Tumblr,http://nycopendata.tumblr.com,5/9/2012 0:00,326
NYC Gov,Tumblr,nycgov.tumblr.com,5/9/2012 0:00,"5,507"
OEM,Tumblr,http://nyccert.tumblr.com/,5/9/2012 0:00,
OEM,Tumblr,http://nyccitizencorpscouncil.tumblr.com/,5/9/2012 0:00,
OMB,Tumblr,http://nycarra.tumblr.com,5/9/2012 0:00,"1,715"
TLC,Tumblr,http://nyctlc.tumblr.com/,5/9/2012 0:00,
OEM,Tumblr,http://oempublicprivate.tumblr.com/,5/9/2012 0:00,
DOITT,Tumblr,http://nycdoitt.tumblr.com/,5/9/2012 0:00,
Young Mens Initiative,Tumblr,http://nycyoungmen.tumblr.com ,5/9/2012 0:00,
FDNY,Tumblr,http://fdny.tumblr.com/,5/9/2012 0:00,
SBS,Tumblr,http://nycheighborhoods.tumblr.com,5/9/2012 0:00,
NYCDCAS,Twitter,http://twitter.com/NYCDCAS,5/9/2012 0:00,"4,032"
SBS,Twitter,https://twitter.com/NYCWorkforce1,5/9/2012 0:00,"3,364"
City Store,Twitter,http://twitter.com/citystorenyc,5/9/2012 0:00,236
LPC,Twitter,https://twitter.com/NYCLPC,5/9/2012 0:00,"65,351"
DOE,Twitter,http://twitter.com/alumny,5/9/2012 0:00,160
OEM,Twitter,http://twitter.com/NYCOEM,5/9/2012 0:00,"39,028"
NYC & Co,Twitter,http://twitter.com/nycgoshop,5/9/2012 0:00,23
LMEC,Twitter,http://twitter.com/nyclmew,5/9/2012 0:00,512
DPR,Twitter,http://www.twitter.com/Pearl_Squirrel,5/9/2012 0:00,36
HRA,Twitter,http://twitter.com/nychra,5/9/2012 0:00,359
NYC Digital,Twitter,http://twitter.com/nycdigital,5/9/2012 0:00,39
energyNYC,Twitter,http://twitter.com/energy_nyc,5/9/2012 0:00,"27,974"
DFTA,Twitter,http://twitter.com/NYCaging,5/9/2012 0:00,"3,928"
DOE,Twitter,http://twitter.com/TheFundforPS,5/9/2012 0:00,379
MOPD,Twitter,http://twitter.com/nyc_mopd,5/9/2012 0:00,153
NYCCFB,Twitter,http://twitter.com/NYCCFB,5/9/2012 0:00,673
EDC,Twitter,http://twitter.com/AppSciNYC,5/9/2012 0:00,580
DOB: Cool Roofs,Twitter,http://twitter.com/nycCoolRoofs,5/9/2012 0:00,"22,909"
DOE,Twitter,http://twitter.com/nyctf,5/9/2012 0:00,737
DOT,Twitter,http://www.Twitter.com/YouTheManNYC,5/9/2012 0:00,"23,969"
City Charter,Twitter,http://twitter.com/CityCharterNYC,5/9/2012 0:00,751
DFTA,Twitter,http://www.twitter.com/timebanksnyc,5/9/2012 0:00,831
SBS,Twitter,http://www.twitter.com/NYCBusSolutions,5/9/2012 0:00,411
MOME,Twitter,http://www.twitter.com/madeinny,5/9/2012 0:00,639
GreeNYC,Twitter,http://www.twitter.com/Birdie_NYC,5/9/2012 0:00,"2,629"
DOI,Twitter,http://twitter.com/DOINews,5/9/2012 0:00,"3,214"
DCA,Twitter,http://twitter.com/nycdca,5/9/2012 0:00,"2,086"
DOE,Twitter,http://twitter.com/iteachnyc,5/9/2012 0:00,"1,500"
CAU,Twitter,www.twitter.com/mayorscau,5/9/2012 0:00,"1,889"
HHC,Twitter,http://twitter.com/HHCnyc,5/9/2012 0:00,603
MOIA,Twitter,https://twitter.com/NYCimmigrants,5/9/2012 0:00,"7,404"
SBS,Twitter,http://www.twitter.com/NYCBusinessExp,5/9/2012 0:00,"1,400"
DEP,Twitter,http://twitter.com/nycwater,5/9/2012 0:00,"3,203"
DOITT,Twitter,http://twitter.com/nycdoitt,5/9/2012 0:00,"15,375"
PlaNYC,Twitter,http://twitter.com/PlaNYC,5/9/2012 0:00,"2,769"
DYCD,Twitter,http://twitter.com/nycyouth,5/9/2012 0:00,"7,860"
NYCService,Twitter,http://twitter.com/nycservice,5/9/2012 0:00,141
TLC,Twitter,http://twitter.com/NYCTaxi,5/9/2012 0:00,287
DOB,Twitter,http://twitter.com/nyc_buildings,5/9/2012 0:00,830
NYCHA,Twitter,http://twitter.com/NYCHA,5/9/2012 0:00,"34,071"
MOME,Twitter,http://www.twitter.com/nyc_media,5/9/2012 0:00,"1,973"
EDC,Twitter,http://twitter.com/nycedc,5/9/2012 0:00,"1,249"
DOH,Twitter,http://twitter.com/nycHealthy,5/9/2012 0:00,"1,785"
NYC Digital,Twitter,http://twitter.com/nycgov,5/9/2012 0:00,"1,677"
311,Twitter,http://www.twitter.com/NYCASP,5/9/2012 0:00,"10,622"
DOT,Twitter,http://twitter.com/NYC_DOT,5/9/2012 0:00,944
FDNY,Twitter,http://www.twitter.com/FDNY,5/9/2012 0:00,"1,507"
DOE,Twitter,http://twitter.com/NYCSchools,5/9/2012 0:00,"8,770"
DPR,Twitter,http://twitter.com/NYCParks,5/9/2012 0:00,257
NYPD,Twitter,http://twitter.com/NYPDnews,5/9/2012 0:00,"3,279"
311,Twitter,http://www.twitter.com/311NYC,5/9/2012 0:00,"27,847"
OEM,Twitter,http://twitter.com/NotifyNYC,5/9/2012 0:00,147
NYC & Co,Twitter,http://twitter.com/nycgo,5/9/2012 0:00,345
Mayor's Office,Twitter,http://www.twitter.com/nycmayorsoffice,5/9/2012 0:00,"2,079"
